"Frequency","Word","Sentence"
1,tintineo,"Un leve tintineo y un crujido, que parecían proceder de más adelante."
1,págale,—Págale —gruñó Hagrid desde el sofá.
1,cumplido,"Bien, deberíamos tener preparados algunos cumplidos para la cena."
1,queso,"—le dijo con brusquedad tía Petunia, señalando dos rebanadas de pan y un pedazo de queso que había e"
1,dímelo,"Rápido, dímelo."
1,examinar él,"Lo había ayudado a levantarse la señora Pomfrey, insistiendo en examinarlo una vez más, así que, cua"
1,tirant,"Mientras los de Gryffindor se acercaban al terreno de juego, vio que Snape aterrizaba cerca, con el "
1,probado,"El montón de varitas ya probadas, que estaban sobre la silla, crecía por momentos, pero, cuantas más"
1,barullo,"Al fin, Hagrid se hizo oír por encima del barullo."
1,pizarra,"La profesora McGonagall señaló un aula en la que sólo estaba Peeves, ocupado en escribir groserías e"
1,encontrarar,Pero qué lástima que no encontraras a Flamel.
1,observándola,Harry estaba dando la vuelta a las monedas mágicas y observándolas.
1,miranda,)    LIBROS  Todos los alumnos deben tener un ejemplar de los siguientes libros:  — Libro reglamenta
1,vergonzoso,"Los Dursley eran lo que los magos llamaban muggles, es decir, que no tenían ni una gota de sangre má"
1,esmerar,"Vamos, uno era incluso mayor que él, ¡y vestía una capa verde esmeralda."
1,dobles,—Pociones Dobles con los de Slytherin —respondió Ron—.
1,unido,"Hay algunas cosas que no se pueden compartir sin terminar unidos, y derrumbar un trol de tres metros"
1,sobresaliente,"La sala estaba mortalmente silenciosa— por todo su temple y sobresaliente valor, premio de sesenta p"
1,rasta,Un muchacho con rastas estaba rodeado por un grupo.
1,pulga,"Porque ahora están vacías y llenas de aire,  pulgas muertas y un poco de pelusa."
1,afectuós,—Porque él es prefecto —dijo afectuosamente la madre—.
1,tulipán,"Mientras trabajaba, tarareaba De puntillas entre los tulipanes y se sobresaltaba con cualquier ruido"
1,tejado,"Por otra parte, había tenido un problema terrible cuando lo encontraron en el tejado de la cocina de"
1,waffling,"— Teoría mágica, Adalbert Waffling."
1,portavoz,"«Pero no vamos a decirles qué había allí, así que mantengan las narices fuera de esto si saben lo qu"
1,bostezó,Bostezó y se dio la vuelta.
1,titilante,La luz titilante que los ojos de Dumbledore irradiaban habitualmente parecía haberlos abandonado.
1,orificio,"La atroz criatura no se daba cuenta de que Harry colgaba de su espalda, pero hasta un ser así podía "
1,acuerdas,¿Te acuerdas de la noche en que ganaste a Norberto.
1,buscándome,Estaban buscándome a mí.
1,totalus,—¡Petrificus totalus.
1,afectación,"En aquel instante, tío Vernon se aclaró la garganta con afectación y dijo:  —Bueno, como todos sabem"
1,establecido,"Queda rigurosamenta prohibida, sin la autorización de los titulares del “Copyright”, bajo las sancio"
1,reclamar,"Ni siquiera era socio de la biblioteca, así que nunca había recibido notas que le reclamaran la devo"
1,devolver yo,—Me preguntaba si podía devolverme mi libro —dijo.
1,gorrito,"Estos fantásticos petardos no tenían nada que ver con los flojos artículos de los muggles, que Dudle"
1,detenero,"Si nos encuentra a los tres, yo le diré la verdad, que estaba tratando de deteneros, y vosotros me a"
1,indiferente,"—repitió, y no parecía tan indiferente como de costumbre—."
1,gacha,En segundos adquirió el blanco grisáceo de unas gachas de avena resecas.
1,escobera,"• • •  Un rato después, Harry salió del vestuario para dejar su Nimbus 2000 en la escobera."
1,rebanada,"—le dijo con brusquedad tía Petunia, señalando dos rebanadas de pan y un pedazo de queso que había e"
1,desenrollar,La descomunal serpiente se había desenrollado rápidamente y en aquel momento se arrastraba por el su
1,querrar,No querrás hacerte amigo de los de la clase indebida.
1,informar él,Querido señor Potter:  Tenemos el placer de informarle de que dispone de una plaza en el Colegio Hog
1,motorista,Aquella mañana les tocó a los motoristas.
1,cordero,"Nunca había visto tantas cosas que le gustara comer sobre una mesa: carne asada, pollo asado, chulet"
1,black,El joven Sirius Black me la ha dejado.
1,admirador,"—Regalos de tus amigos y admiradores —dijo Dumbledore, radiante—."
1,fogón,"Harry oyó sus pasos en dirección a la cocina, y después el roce de la sartén contra el fogón."
1,relájate,"—Harry, relájate, Hermione tiene razón; la Piedra está segura mientras Dumbledore esté aquí."
1,beedle,Títulos disponibles en la serie de Harry Potter (en orden de aparición):      Harry Potter y la pied
1,malfoys,—Tú vales por doce Malfoys —dijo Harry—.
1,chisporroteant,"Muy pronto, la cabaña estaba llena del aroma de las salchichas chisporroteantes."
1,oooooh,—¡Oooooh.
1,recortar,"Mientras Dudley no hacía otra cosa que mirarlo y comer helados, Harry limpió las ventanas, lavó el c"
1,deslizándote,"Deslizándote por el colegio de aquella manera en Halloween; por lo que sé, me descubriste cuando iba"
1,redoma,1 juego de redomas de vidrio o cristal.
1,enroscado,"Estaba enroscado en el suelo, medio dormido, pero se despertó súbitamente al oírlos."
1,desilusión,») y la desilusión porque finalmente no hubieran descubierto quién era Nicolás Flamel.
1,paliza,"—Ahora escucha esto, chico —gruñó—: acepto que hay algo extraño en ti, probablemente nada que no hub"
1,presentársela,"—Y en lo que se refiere a esa gata, la Señora Norris, me gustaría presentársela un día a Fang."
1,anda,"Si tienes cualquier problema con los Dursley, me mandas una carta con tu lechuza, ella sabrá encontr"
1,sollozo,—exclamó Dudley entre fingidos sollozos—.
1,franco,"yo fui también a Hogwarts y, si he de ser franco, me expulsaron."
1,escapar yo,Creo que vamos a escaparnos.
1,desuso,Parecía un aula en desuso.
1,pierda,"Mientras estéis en Hogwarts, vuestros triunfos conseguirán que vuestra casa gane puntos, mientras qu"
1,bazo,"Escaparates repletos de barriles de bazos de murciélago y ojos de anguila, tambaleantes montones de "
1,falda,"Hermione, que tenía los dedos cruzados sobre la falda, observaba sin cesar a Harry, que circulaba so"
1,empecar,"Bueno, empecemos."
1,reunir él,"Malfoy fue a reunirse con sus amigos Crabbe y Goyle, con aire de satisfacción."
1,mata,"Dicen que quiso matar al hijo de los Potter, a Harry."
1,tostar,"Se quedaban comiendo todo lo que podían pinchar en un tenedor para tostar (pan, bollos, nubes) y pla"
1,primerísima,"En cuanto Harry llegó a la casa, tío Vernon encerró en un baúl bajo llave, en la alacena que había b"
1,timidez,—Un poquito —dijo con timidez Hermione.
1,entrenar yo,—Tengo que empezar a entrenarme la semana que viene —dijo Harry—.
1,diagrama,Yo tengo una en la rodilla izquierda que es un diagrama perfecto del metro de Londres.
1,trastornar,"No valía la pena preocupar a la señora Dursley, siempre se trastornaba mucho ante cualquier mención "
1,buenísimo,Entonces le dije que Fluffy era buenísimo si uno sabía calmarlo: tócale algo de música y se dormirá 
1,avena,En segundos adquirió el blanco grisáceo de unas gachas de avena resecas.
1,vítor,"Harry siguió a Fred y George fuera del vestuario y, esperando que las rodillas no le temblaran, pisó"
1,reservados,Reservados todos los derechos.
1,grosería,"La profesora McGonagall señaló un aula en la que sólo estaba Peeves, ocupado en escribir groserías e"
1,salvar él,"Si uno mata algo puro e indefenso para salvarse a sí mismo, conseguirá media vida, una vida maldita,"
1,jadeant,"Más tarde, helados, húmedos y jadeantes, regresaron a la sala común de Gryffindor para sentarse junt"
1,hatajo,—Supongo que creeréis que sois más difíciles de vencer que un hatajo de encantamientos —dijo con rab
1,flaco,"Tal vez tenía algo que ver con eso de vivir en una oscura alacena, pero Harry había sido siempre fla"
1,manteneo,"¡Los de primer año, manteneos juntos."
1,voladora,"No, escucha: vuelve, busca a Ron y coge las escobas del cuarto de las llaves voladoras."
1,puesta,La profesora McGonagall se sonó la nariz por toda respuesta.
1,zaino,"De la cintura para arriba, un hombre, con pelo y barba rojizos, pero por debajo, el cuerpo de pelaje"
1,telefonear,"Telespectadores de lugares tan apartados como Kent, Yorkshire y Dundee han telefoneado para decirme "
1,preguntár,"Nos preguntábamos si podías decirnos si hay algo más que custodie la Piedra Filosofal, además de Flu"
1,telespectador,"Telespectadores de lugares tan apartados como Kent, Yorkshire y Dundee han telefoneado para decirme "
1,derramar,"De alguna forma, Neville se las había ingeniado para convertir el caldero de Seamus en una masa reto"
1,ceder,"todas las cosas raras que habían hecho que sus tíos se enfadaran con él habían sucedido cuando él, H"
1,sobresaltar él,Hagrid también debió de sobresaltarse porque se oyó un crujido y se levantó rápidamente de la silla.
1,pajarita,"Al cruzar la puerta de la sala de estar, Harry vio a su tío Vernon y a Dudley con esmoquin y pajarit"
1,crueldad,—Exacto —corroboró con crueldad tío Vernon—.
1,oponer él,"Hay que tener un gran coraje para oponerse a nuestros enemigos, pero hace falta el mismo valor para "
1,calentar él,Estaban de espaldas al fuego para calentarse cuando Snape cruzó el patio.
1,acoger,"¿No juramos, cuando lo acogimos, acabar con aquella peligrosa tontería."
1,mula,Dudley y Piers se rieron disimuladamente.
1,venidero,"CAPÍTULO 16   A través de la trampilla   En años venideros, Harry nunca pudo recordar cómo se las ha"
1,arco,"» Harry miró hacia atrás y vio un arco de hierro donde debía estar la taquilla, con las palabras «An"
1,scamander,"— Animales fantásticos y dónde encontrarlos, Newt Scamander."
1,aceptar él,Harry no podía aceptarlo.
1,moririar,"Te morirías de hambre tratando de salir, aunque hubieras podido robar algo."
1,enterrar,Hermione enterró la cara entre los brazos.
1,perseguido,"todas las cosas raras que habían hecho que sus tíos se enfadaran con él habían sucedido cuando él, H"
1,quítatelo,"Quítatelo de la cabeza por ahora, Harry."
1,casualmente,"—¿No os parece un poco raro —dijo Harry, subiendo por la colina cubierta de hierba— que lo que más d"
1,visitar yo,Creo que lo mejor será hacerlo con unos amigos que vienen a visitarme la semana que viene.
1,gruñendo,"Siguió a Ron a través del agujero, gruñendo como una gansa enfadada."
1,alarmado,—preguntó alarmada Hermione.
1,desgarrador,"Un grito desgarrador, espantoso, cortó el silencio."
1,sibilante,"Mientras la serpiente se deslizaba ante él, Harry habría podido jurar que una voz baja y sibilante d"
1,nabo,", ¿nabos."
1,marcado,Era una agonía el tocar a una persona marcada por algo tan bueno.
1,tratéis,"—Nunca —dijo Hagrid, irritado— tratéis de obtener una respuesta directa de un centauro."
1,valla,"La señora Dursley era delgada, rubia y tenía un cuello casi el doble de largo de lo habitual, lo que"
1,alquilar,"El bote que tío Vernon había alquilado todavía estaba allí, con el fondo lleno de agua después de la"
1,amenazar,"Los Dursley recibieron una carta amenazadora de la directora, diciéndoles que Harry andaba trepando "
1,morag,", Neville salió corriendo, todavía con el sombrero puesto, y tuvo que devolverlo, entre las risas de"
1,olly,Rowling 1997  Copyright de la edición en castellano © Ediciones Salamandra 1999  Ilustración de cubi
1,deform,"Todavía brillaban algunas brasas en la chimenea, haciendo que todos los sillones parecieran deformes"
1,empuñado,"Ante el peligro de ser alanceado con la punta de un paraguas empuñado por un gigante barbudo, el val"
1,altísimo,"Harry, Ron y Hermione se estremecieron: las altísimas piezas blancas no tenían rostros."
1,enano,"Elige, a menos que quieras quedarte para siempre;  para ayudarte en tu elección, te damos cuatro cla"
1,espuma,La espuma de las altas olas chocaba contra las paredes de la cabaña y el feroz viento golpeaba contr
1,pelado,"Más de tres metros y medio de alto y con la piel de color gris piedra, un descomunal cuerpo deforme "
1,situar,Eso situaba a Gryffindor en el último lugar.
1,bombacho,"Los muchachos de Smeltings llevaban frac granate, pantalones bombachos de color naranja y sombrero d"
1,amistad,"Hay cosas mucho más importantes, amistad y valentía y."
1,venenosa,Dudley y Piers querían ver las gigantescas cobras venenosas y las gruesas pitones que estrujaban a l
1,cucharada,Mientras Hagrid preguntaba al hombre que estaba detrás del mostrador por un surtido de ingredientes 
1,torniquete,Se quedó atascado en el torniquete de entrada al metro y se quejó en voz alta porque los asientos er
1,conduciendo él,"—Seguidme —dijo Filch, encendiendo un farol y conduciéndolos hacia fuera—."
1,renunciar,—¿Renunciar.
1,liso,"Y la pequeña flota de botes se movió al mismo tiempo, deslizándose por el lago, que era tan liso com"
1,emocionar,A Harry aquello no le emocionaba mucho.
1,aprenderer,"Así que enséñanos cosas que valga la pena saber,  haz que recordemos lo que olvidamos,  hazlo lo mej"
1,lana,¡Esto es allanamiento de morada.
1,carámbano,"Guirnaldas de muérdago y acebo colgaban de las paredes, y no menos de doce árboles de Navidad estaba"
1,crecer él,"Como castigo, lo encerraron en la alacena durante una semana, aunque intentó decirles que no podía e"
1,naturalmente,"Lo que sucedió en las mazmorras entre tú y el profesor Quirrell es completamente secreto, así que, n"
1,derretir,La nieve todavía no se había derretido a la mañana siguiente.
1,dimar,Dime adónde han ido.
1,impacientar él,"Nadie dijo una palabra mientras el gigante trabajaba, pero cuando sacó del atizador las primeras sei"
1,agradecimiento,"Su turbante, les dijo, era un regalo de un príncipe africano como agradecimiento por haberlo liberad"
1,moreno,"Tenía un rostro moreno e inteligente, una barba puntiaguda y, Harry pudo notarlo, dedos y pies muy l"
1,diabólico,"Sucedió cuando una poderosa maldición diabólica te tocó; terminó con tu madre, tu padre e incluso la"
1,maté,Maté primero a tu padre y luchó con valor.
